Created 2018/1/22 08:46 by Windographer 4.0.19

Latitude = N 0.000000
Longitude = E 0.000000
Elevation = 0 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	Speed 85 m [m/s]	Speed 85 m SD [m/s]	Speed 85 m Max [m/s]	Speed 85 m Min [m/s]	Speed 75 m [m/s]	Speed 75 m SD [m/s]	Speed 75 m Max [m/s]	Speed 75 m Min [m/s]	Speed 50 m [m/s]	Speed 50 m SD [m/s]	Speed 50 m Max [m/s]	Speed 50 m Min [m/s]	Direction 85 m [°] [°] [°]	Direction 85 m SD [°] [°] [°]	Direction 85 m Max [°] [°] [°]	Direction 85 m Min [°] [°] [°]	Direction 10 m [°] [°] [°]	Direction 10 m SD [°] [°] [°]	Direction 10 m Max [°] [°] [°]	Direction 10 m Min [°] [°] [°]	Temperature 10 m [°C]	Temperature 10 m SD [°C]	Temperature 10 m Max [°C]	Temperature 10 m Min [°C]	Pressure 7 m [kPa]	Pressure 7 m SD [kPa]	Pressure 7 m Max [kPa]	Pressure 7 m Min [kPa]	iPack Voltmtr V 7 m [°C]	iPack Voltmtr V 7 m SD [°C]	iPack Voltmtr V 7 m Max [°C]	iPack Voltmtr V 7 m Min [°C]	Speed 30 m [m/s]	Speed 30 m SD [m/s]	Speed 30 m Max [m/s]	Speed 30 m Min [m/s]	Speed 10 m [m/s]	Speed 10 m SD [m/s]	Speed 10 m Max [m/s]	Speed 10 m Min [m/s]	Custom [unit]	Custom SD [unit]	Custom Max [unit]	Custom Min [unit]	
2017-05-08 08:00	3.550	0.418	4.800	1.800	3.617	0.436	4.800	1.800	2.950	0.614	4.800	0.300					217.2	11.4	0.0	0.0	13.1	0.1	13.7	12.9	83.7	0.0	83.8	83.7	14.200	0.0000	14.200	14.200	2.967	0.620	4.800	1.100	3.183	0.606	5.600	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-08 09:00	2.933	0.542	5.600	1.100	2.950	0.593	4.800	1.100	2.500	0.654	4.800	0.300					205.5	11.7	0.0	0.0	14.0	0.1	14.5	13.7	83.8	0.0	83.8	83.7	14.100	0.1528	14.200	13.300	2.950	0.618	4.800	0.300	3.233	0.645	6.400	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-08 10:00	3.317	0.673	5.600	1.100	3.367	0.654	5.600	1.100	3.283	0.702	5.600	1.100					196.1	13.9	0.0	0.0	15.1	0.1	16.2	14.2	83.8	0.0	83.8	83.8	14.150	0.0000	14.200	14.100	3.750	0.772	7.200	1.100	4.000	0.902	7.200	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-08 11:00	3.700	0.824	7.200	1.100	3.750	0.863	7.800	0.300	3.600	0.930	7.200	0.300					186.5	16.1	0.0	0.0	16.6	0.2	17.6	15.3	83.8	0.0	83.8	83.8	14.100	0.0000	14.100	14.100	3.933	0.923	7.800	0.300	4.200	1.012	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 12:00	3.467	1.149	8.500	0.300	3.583	1.162	7.800	0.300	3.517	1.206	7.800	0.300					188.3	37.4	0.0	0.0	18.4	0.3	19.8	16.7	83.8	0.0	83.8	83.7	14.067	0.0000	14.100	14.100	4.017	1.168	8.500	0.300	4.083	1.203	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 13:00	2.683	1.281	7.200	0.300	2.767	1.297	7.200	0.300	2.367	1.406	7.800	0.300					208.5	69.1	0.0	0.0	19.6	0.2	20.4	18.7	83.7	0.0	83.8	83.7	14.000	0.0000	14.100	14.000	2.750	1.392	8.500	0.300	2.583	1.349	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 14:00	2.933	1.250	7.800	0.300	2.983	1.210	7.800	0.300	2.650	1.205	7.200	0.300					222.2	64.3	0.0	0.0	19.9	0.3	21.0	19.0	83.7	0.0	83.8	83.6	14.000	0.0000	14.000	14.000	2.933	1.199	7.200	0.300	2.717	1.199	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 15:00	3.017	1.219	7.800	0.300	2.933	1.217	7.800	0.300	2.550	1.244	7.800	0.300					332.2	44.8	0.0	0.0	20.0	0.2	21.0	19.3	83.7	0.0	83.7	83.6	14.000	0.0000	14.000	14.000	2.867	1.232	7.800	0.300	2.883	1.205	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 16:00	5.450	1.304	10.000	0.300	5.650	1.280	10.000	0.300	5.517	1.253	10.000	0.300					0.2	23.9	0.0	0.0	19.0	0.2	19.8	18.4	83.6	0.0	83.6	83.5	14.000	0.0000	14.100	14.000	5.583	1.259	11.900	0.300	5.433	1.387	11.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 17:00	5.717	0.846	8.500	1.100	5.717	0.860	8.500	1.100	5.333	1.044	9.200	0.300					329.1	19.5	0.0	0.0	18.2	0.1	19.3	17.6	83.6	0.0	83.6	83.5	14.050	0.0000	14.100	14.000	5.167	1.061	8.500	0.300	4.867	1.050	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 18:00	4.550	0.592	7.200	0.300	4.550	0.597	7.800	0.300	4.083	0.678	7.800	0.300					328.3	12.2	0.0	0.0	17.3	0.1	17.6	17.3	83.5	0.0	83.5	83.5	14.083	0.0000	14.100	14.000	4.183	0.662	7.200	0.300	3.850	0.758	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 19:00	0.933	0.483	3.300	0.300	0.983	0.471	4.100	0.300	0.600	0.449	4.100	0.300					327.7	64.2	0.0	0.0	17.0	0.1	17.6	15.6	83.5	0.0	83.5	83.5	13.867	0.0000	14.000	13.700	0.800	0.443	3.400	0.300	0.933	0.498	3.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 20:00	5.350	1.054	7.800	0.300	5.417	1.086	8.500	0.300	5.183	1.086	7.800	0.300					177.0	22.6	0.0	0.0	15.2	0.1	16.2	14.5	83.5	0.0	83.5	83.4	13.650	0.0000	13.700	13.600	5.200	1.107	7.800	0.300	4.867	1.171	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 21:00	6.083	0.615	7.800	4.100	6.067	0.603	7.800	3.300	5.467	0.596	7.200	3.300					177.6	11.5	0.0	0.0	14.6	0.1	14.8	14.5	83.5	0.0	83.5	83.5	13.517	0.0000	13.600	13.500	5.117	0.696	7.200	2.600	4.633	0.740	7.200	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-08 22:00	5.300	0.389	7.200	3.300	5.333	0.418	7.800	3.300	5.217	0.418	7.800	2.600					175.0	10.7	0.0	0.0	14.6	0.1	15.1	14.5	83.5	0.0	83.5	83.5	13.417	0.0000	13.500	13.400	5.183	0.443	7.200	2.600	4.583	0.687	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-08 23:00	3.033	0.520	4.800	1.100	3.083	0.464	4.800	1.100	2.783	0.564	4.800	1.100					121.6	14.3	0.0	0.0	14.3	0.1	15.1	13.7	83.5	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	3.133	0.524	4.800	1.100	3.333	0.513	4.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-09 00:00	2.833	0.480	4.800	1.800	2.933	0.456	4.800	1.800	2.700	0.528	4.100	0.300					133.8	12.3	0.0	0.0	14.0	0.1	14.5	13.4	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	2.683	0.453	4.100	1.100	2.583	0.492	4.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-09 01:00	4.733	0.385	6.300	3.300	4.600	0.337	5.600	3.300	4.150	0.370	5.600	3.300					195.3	4.5	0.0	0.0	14.2	0.1	14.5	14.0	83.4	0.0	83.4	83.3	13.400	0.0000	13.400	13.400	3.933	0.337	4.800	2.600	3.667	0.389	4.800	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 02:00	5.617	0.418	7.200	4.800	5.400	0.400	7.200	4.100	4.850	0.385	6.300	3.300					210.6	3.3	0.0	0.0	14.3	0.1	14.5	14.0	83.3	0.0	83.4	83.3	13.400	0.0000	13.400	13.400	4.633	0.389	5.600	3.400	4.167	0.436	5.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 03:00	6.350	0.385	7.800	4.800	6.050	0.418	7.200	4.800	5.267	0.426	7.200	4.100					211.0	5.4	0.0	0.0	13.9	0.1	14.2	13.7	83.3	0.0	83.3	83.2	13.400	0.0000	13.400	13.400	4.867	0.507	6.400	2.600	4.433	0.476	6.400	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 04:00	5.767	0.404	7.800	3.300	5.500	0.473	7.200	3.300	4.800	0.488	7.200	3.300					213.0	5.2	0.0	0.0	13.6	0.1	13.7	13.4	83.3	0.0	83.3	83.2	13.400	0.0000	13.400	13.400	4.433	0.492	6.400	2.600	3.883	0.521	5.600	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 05:00	6.167	0.552	7.800	4.100	6.000	0.577	8.500	3.300	5.333	0.572	7.800	2.600					208.0	4.4	0.0	0.0	13.6	0.2	14.5	13.2	83.3	0.0	83.4	83.3	13.317	0.0000	13.400	13.400	4.850	0.610	7.800	2.600	4.367	0.586	7.200	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 06:00	6.317	0.775	9.200	3.300	6.050	0.787	9.200	2.500	5.217	0.801	8.500	1.800					208.2	12.0	0.0	0.0	13.5	0.1	14.2	13.2	83.4	0.0	83.4	83.3	13.583	0.0577	14.200	13.300	4.617	0.864	8.500	1.800	4.067	0.838	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 07:00	8.033	0.628	10.000	5.600	7.767	0.662	10.000	5.600	6.900	0.736	10.000	4.100					213.4	9.0	0.0	0.0	14.1	0.1	14.8	13.7	83.4	0.0	83.4	83.3	14.200	0.0000	14.200	14.200	6.483	0.782	10.000	4.100	6.067	0.751	10.900	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 08:00	7.733	1.219	12.400	3.300	7.617	1.250	12.400	3.300	7.350	1.150	12.300	4.100					208.9	12.1	0.0	0.0	15.4	0.1	16.5	14.5	83.4	0.0	83.5	83.4	14.200	0.0000	14.200	14.100	7.450	1.182	12.400	3.400	7.633	1.195	12.400	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 09:00	7.450	1.157	12.400	3.300	7.483	1.157	11.900	3.300	7.617	1.145	11.800	4.100					197.7	12.7	0.0	0.0	17.0	0.2	17.9	16.2	83.4	0.0	83.5	83.4	14.100	0.0000	14.200	13.900	7.950	1.142	12.400	3.400	8.117	1.293	14.100	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 10:00	7.517	1.142	12.400	4.100	7.483	1.232	11.900	3.300	7.383	1.340	12.900	2.600					205.6	18.3	0.0	0.0	18.8	0.2	20.1	17.6	83.5	0.0	83.5	83.4	14.100	0.0000	14.100	14.100	7.733	1.407	14.100	3.400	7.783	1.514	12.900	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 11:00	7.983	1.582	14.000	2.500	7.900	1.556	14.600	2.500	7.883	1.723	16.600	2.600					218.1	22.2	0.0	0.0	20.5	0.2	21.9	19.8	83.4	0.0	83.5	83.3	14.017	0.0000	14.100	14.000	8.183	1.810	18.900	1.800	8.150	1.995	16.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 12:00	9.200	2.045	15.900	1.800	9.167	2.028	15.900	3.300	8.950	1.969	15.900	2.600					236.2	16.2	0.0	0.0	21.3	0.2	22.5	20.7	83.4	0.0	83.4	83.3	14.000	0.0000	14.100	14.000	9.217	2.012	16.000	3.400	9.367	2.184	18.100	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 13:00	9.050	1.752	17.400	4.100	9.000	1.754	15.300	3.300	8.833	1.767	16.600	3.300					214.6	18.1	0.0	0.0	21.4	0.3	22.5	20.4	83.3	0.0	83.4	83.2	14.000	0.0000	14.000	14.000	9.067	1.846	15.300	2.600	8.883	1.961	18.900	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 14:00	8.767	1.559	14.000	1.100	8.717	1.627	14.000	0.300	8.550	1.740	14.000	0.300					261.7	25.4	0.0	0.0	21.9	0.3	23.1	21.0	83.3	0.0	83.4	83.2	14.000	0.0000	14.000	14.000	8.600	1.800	14.700	0.300	8.533	1.924	15.300	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-09 15:00	10.183	1.734	15.900	5.600	10.183	1.786	16.600	4.800	9.917	1.930	16.600	2.600					297.6	17.1	0.0	0.0	21.0	0.2	22.2	20.4	83.3	0.0	83.3	83.2	14.000	0.0000	14.000	14.000	9.950	1.996	17.400	3.400	9.600	2.090	16.600	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 16:00	10.550	1.457	15.300	4.100	10.517	1.517	15.300	4.100	10.350	1.590	15.200	3.300					270.8	11.3	0.0	0.0	20.1	0.1	21.0	19.6	83.3	0.0	83.3	83.2	14.017	0.0000	14.100	14.000	10.483	1.729	16.700	4.800	10.667	1.899	16.600	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-09 17:00	10.600	1.473	15.900	4.100	10.550	1.524	15.900	5.600	10.400	1.491	15.200	4.800					254.0	11.6	0.0	0.0	19.3	0.1	19.6	19.0	83.3	0.0	83.3	83.2	14.100	0.0000	14.100	14.100	10.533	1.558	16.700	4.800	10.750	1.639	17.400	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 18:00	7.100	1.023	11.900	3.300	7.017	0.993	10.900	4.100	6.583	1.023	10.900	3.300					259.1	9.7	0.0	0.0	18.7	0.1	19.0	18.4	83.3	0.0	83.4	83.2	14.017	0.0000	14.100	13.900	6.700	1.058	11.900	3.400	6.867	1.100	11.900	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-09 19:00	10.983	1.832	18.100	5.600	11.050	1.759	18.100	4.800	10.767	1.941	18.800	3.300					357.5	23.3	0.0	0.0	16.4	0.4	18.4	15.3	83.3	0.0	83.5	83.3	13.750	0.0000	13.900	13.600	10.450	1.876	18.900	3.400	10.350	1.998	20.600	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 20:00	9.883	1.166	12.900	4.100	9.550	1.236	14.000	4.100	8.667	1.106	12.900	4.800					7.6	18.9	0.0	0.0	14.9	0.1	15.3	14.5	83.4	0.0	83.5	83.4	13.567	0.0000	13.600	13.500	8.617	1.358	12.400	4.100	8.217	1.154	12.900	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-09 21:00	9.783	0.922	12.900	4.100	9.500	1.043	12.900	4.800	8.183	1.077	11.800	4.100					5.8	16.6	0.0	0.0	14.5	0.1	14.8	14.2	83.5	0.0	83.5	83.4	13.467	0.0000	13.500	13.400	7.833	1.167	11.900	3.400	7.300	1.102	12.400	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-09 22:00	5.567	0.615	10.900	3.300	5.467	0.618	10.000	3.300	5.000	0.579	9.200	2.600					316.6	8.6	0.0	0.0	14.3	0.1	14.8	14.0	83.5	0.0	83.5	83.5	13.400	0.0000	13.400	13.400	4.933	0.573	8.500	2.600	4.533	0.639	9.200	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-09 23:00	5.067	0.354	6.300	4.100	5.050	0.324	6.300	4.100	4.633	0.370	6.300	4.100					299.5	5.0	0.0	0.0	14.0	0.1	14.2	14.0	83.5	0.0	83.5	83.5	13.400	0.0000	13.400	13.400	4.700	0.354	5.600	2.600	4.500	0.456	5.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 00:00	5.367	0.453	7.200	4.100	5.317	0.456	7.200	4.100	4.983	0.422	7.200	3.300					304.6	6.8	0.0	0.0	13.8	0.1	14.0	13.4	83.5	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	5.067	0.418	7.200	3.400	4.933	0.492	7.200	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 01:00	6.117	0.385	7.800	4.800	6.117	0.385	7.800	4.800	5.850	0.385	7.200	4.100					315.5	6.2	0.0	0.0	13.1	0.1	13.7	12.9	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	6.033	0.418	7.800	4.100	5.717	0.587	7.200	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 02:00	7.300	0.389	8.500	5.600	7.267	0.404	8.500	5.600	6.767	0.537	8.500	4.100					340.5	9.1	0.0	0.0	12.4	0.1	13.4	11.8	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	6.900	0.543	8.500	3.400	6.067	0.765	8.500	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 03:00	7.783	0.453	10.000	6.300	7.900	0.473	10.000	5.600	7.283	0.734	10.000	4.100					358.1	16.3	0.0	0.0	12.1	0.1	12.4	11.6	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	7.483	0.587	9.200	4.800	6.567	0.953	9.200	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 04:00	6.950	0.440	8.500	5.600	6.917	0.498	8.500	4.100	6.417	0.548	8.500	4.100					356.9	11.6	0.0	0.0	11.4	0.1	11.8	11.0	83.4	0.0	83.5	83.4	13.317	0.0000	13.400	13.400	6.500	0.563	7.800	3.400	5.950	0.775	7.800	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 05:00	5.450	0.503	7.800	3.300	5.300	0.561	7.800	2.500	4.483	0.561	7.200	1.800					341.5	8.3	0.0	0.0	11.0	0.1	11.3	11.0	83.4	0.0	83.5	83.4	13.300	0.0000	13.400	13.300	4.883	0.545	7.200	2.600	4.650	0.653	7.200	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 06:00	5.433	0.510	7.800	3.300	5.333	0.488	7.800	3.300	4.717	0.473	7.200	2.600					304.0	8.2	0.0	0.0	10.8	0.1	11.3	10.5	83.5	0.0	83.6	83.5	13.333	0.0000	13.500	13.300	4.567	0.507	7.200	1.800	4.083	0.577	6.400	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 07:00	3.400	0.989	6.300	0.300	3.283	0.971	6.300	0.300	2.583	1.053	5.600	0.300					260.6	18.9	0.0	0.0	11.7	0.1	12.4	10.8	83.6	0.0	83.6	83.5	13.983	0.0707	14.200	13.500	2.600	0.898	5.600	0.300	2.517	0.871	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 08:00	5.100	1.273	9.200	0.300	5.083	1.271	9.200	0.300	4.700	1.301	9.200	0.300					322.1	26.5	0.0	0.0	13.2	0.3	14.2	12.4	83.7	0.0	83.7	83.6	14.200	0.0000	14.200	14.200	4.767	1.340	10.000	0.300	4.433	1.375	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 09:00	6.550	1.225	10.000	1.800	6.550	1.241	10.900	2.500	6.283	1.289	11.800	1.800					325.5	21.9	0.0	0.0	13.5	0.2	14.8	13.2	83.7	0.0	83.7	83.6	14.183	0.0408	14.200	14.000	6.183	1.344	11.900	1.800	5.983	1.441	11.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-10 10:00	6.200	1.366	12.900	1.800	6.150	1.359	14.000	1.800	5.717	1.411	11.800	0.300					295.8	23.4	0.0	0.0	14.7	0.2	15.6	13.7	83.7	0.0	83.7	83.6	14.200	0.0000	14.200	14.200	5.717	1.525	12.400	0.300	5.467	1.637	12.400	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 11:00	8.433	2.074	16.600	0.300	8.367	2.090	16.600	0.300	7.983	2.204	15.900	0.300					300.7	22.1	0.0	0.0	15.9	0.2	17.6	14.8	83.7	0.0	83.7	83.6	14.150	0.0000	14.200	14.100	7.900	2.190	17.400	0.300	7.617	2.270	15.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 12:00	11.433	1.954	17.400	5.600	11.367	1.940	18.100	5.600	11.000	1.990	19.700	3.300					316.3	21.2	0.0	0.0	17.0	0.2	17.9	16.2	83.7	0.0	83.7	83.6	14.100	0.0000	14.200	14.100	10.767	2.081	17.400	4.100	9.983	2.158	18.100	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 13:00	10.683	1.912	18.100	4.100	10.567	1.927	16.600	4.100	10.083	1.989	17.300	2.600					297.9	17.2	0.0	0.0	17.9	0.3	19.6	16.7	83.6	0.0	83.7	83.6	14.100	0.0000	14.100	14.100	9.983	2.062	16.700	1.800	9.517	2.145	18.900	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 14:00	9.917	2.064	19.700	3.300	9.783	2.076	18.900	3.300	9.050	2.279	19.700	2.600					303.6	22.4	0.0	0.0	18.3	0.2	19.0	17.9	83.6	0.0	83.7	83.5	14.100	0.0000	14.100	14.100	9.000	2.246	19.700	2.600	8.533	2.393	20.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 15:00	10.900	2.066	21.500	5.600	10.817	2.079	19.700	5.600	10.350	2.225	18.800	4.100					314.1	18.8	0.0	0.0	18.7	0.3	19.8	17.9	83.6	0.0	83.7	83.5	14.100	0.0000	14.100	14.100	10.050	2.336	18.900	3.400	9.417	2.351	20.600	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-10 16:00	9.967	1.729	15.900	4.800	9.900	1.744	16.600	4.100	9.617	1.855	17.300	4.100					313.5	18.8	0.0	0.0	19.1	0.2	19.8	18.4	83.6	0.0	83.6	83.5	14.100	0.0000	14.100	14.100	9.300	1.877	16.000	3.400	8.750	1.920	16.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 17:00	9.383	1.451	15.900	3.300	9.333	1.453	15.900	4.100	8.983	1.562	15.200	3.300					302.1	17.1	0.0	0.0	18.2	0.2	19.0	17.9	83.6	0.0	83.6	83.5	14.100	0.0000	14.100	14.100	8.950	1.681	16.000	2.600	8.467	1.725	14.700	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-10 18:00	8.217	1.226	12.400	1.800	8.117	1.189	12.400	3.300	7.633	1.275	12.300	3.300					281.4	14.6	0.0	0.0	17.9	0.1	18.4	17.6	83.6	0.0	83.7	83.5	14.100	0.0000	14.100	14.100	7.567	1.284	11.900	3.400	7.467	1.364	12.400	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 19:00	7.633	0.730	11.900	4.800	7.583	0.756	11.900	5.600	6.967	0.833	11.800	3.300					265.4	7.4	0.0	0.0	16.9	0.1	17.9	16.5	83.6	0.0	83.7	83.6	13.900	0.0000	14.100	13.800	7.000	0.901	12.400	4.100	6.867	0.877	10.000	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-10 20:00	7.217	0.418	9.200	4.800	7.317	0.418	8.500	5.600	7.100	0.418	8.500	5.600					258.6	5.0	0.0	0.0	16.4	0.1	16.7	16.2	83.7	0.0	83.7	83.6	13.683	0.0000	13.800	13.600	7.383	0.539	9.200	4.100	7.133	0.668	8.500	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-10 21:00	6.917	0.436	8.500	4.800	6.967	0.418	8.500	5.600	6.750	0.447	8.500	4.800					260.6	4.4	0.0	0.0	16.6	0.1	16.7	16.5	83.7	0.0	83.7	83.6	13.533	0.0000	13.600	13.500	7.200	0.518	8.500	4.800	7.033	0.635	9.200	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 22:00	7.617	0.440	9.200	6.300	7.733	0.436	9.200	6.300	7.567	0.456	9.200	4.800					258.1	5.4	0.0	0.0	16.4	0.1	16.7	16.2	83.7	0.0	83.7	83.6	13.450	0.0000	13.500	13.400	8.000	0.577	9.200	3.400	7.700	0.735	10.000	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-10 23:00	7.567	0.408	8.500	6.300	7.650	0.456	8.500	6.300	7.383	0.473	8.500	4.800					252.9	5.4	0.0	0.0	16.1	0.1	16.5	15.3	83.7	0.0	83.7	83.6	13.400	0.0000	13.400	13.400	7.733	0.587	9.200	4.100	7.317	0.705	9.200	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-11 00:00	8.533	0.539	10.900	6.300	8.417	0.539	10.900	6.300	7.517	0.645	10.000	4.100					234.1	8.4	0.0	0.0	15.2	0.1	15.3	14.8	83.6	0.0	83.7	83.5	13.400	0.0000	13.400	13.400	7.400	0.784	10.000	4.100	7.217	0.774	10.000	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-11 01:00	9.883	0.495	11.900	7.800	9.750	0.520	11.900	7.800	8.717	0.729	10.900	4.800					236.9	9.5	0.0	0.0	14.7	0.1	15.1	14.5	83.5	0.0	83.6	83.5	13.400	0.0000	13.400	13.400	8.500	0.935	10.900	4.800	8.283	0.951	10.900	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-11 02:00	10.317	0.464	12.900	8.500	10.250	0.456	12.400	8.500	9.500	0.600	12.300	5.600					232.6	9.0	0.0	0.0	14.4	0.1	14.8	14.2	83.5	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	9.317	0.921	12.400	4.800	8.983	1.026	12.900	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-11 03:00	12.000	0.623	14.600	9.200	11.700	0.673	14.600	9.200	10.517	0.935	12.900	5.600					237.7	8.5	0.0	0.0	14.5	0.1	14.8	14.5	83.5	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	9.983	1.120	12.900	5.600	9.800	1.041	14.700	6.400	0.0000	0.0000	0.0000	0.0000
2017-05-11 04:00	13.617	0.689	15.300	9.200	13.267	0.756	15.300	9.200	12.000	0.958	15.200	7.200					247.1	6.4	0.0	0.0	15.0	0.1	15.3	14.8	83.5	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	11.617	1.072	14.700	6.400	11.317	1.038	14.700	7.200	0.0000	0.0000	0.0000	0.0000
2017-05-11 05:00	13.217	0.769	15.300	10.000	12.917	0.836	15.300	10.000	11.667	1.036	14.600	7.800					241.1	8.2	0.0	0.0	14.5	0.1	15.1	14.2	83.4	0.0	83.5	83.4	13.350	0.0000	13.400	13.400	11.050	1.194	14.700	7.200	10.833	1.170	14.700	7.200	0.0000	0.0000	0.0000	0.0000
2017-05-11 06:00	10.600	1.473	15.300	3.300	10.467	1.505	15.300	3.300	9.567	1.583	15.200	1.800					266.6	22.6	0.0	0.0	14.0	0.4	14.8	12.4	83.6	0.0	83.6	83.4	13.583	0.0577	14.200	13.300	9.267	1.508	14.100	1.800	8.867	1.371	14.700	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-11 07:00	10.900	0.973	15.300	3.300	10.867	0.971	14.600	4.800	10.600	1.065	14.600	3.300					330.6	16.4	0.0	0.0	12.2	0.1	12.6	11.8	83.6	0.0	83.6	83.5	14.200	0.0000	14.200	14.200	9.883	1.275	14.100	3.400	8.783	1.356	14.100	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-11 08:00	3.800	1.227	8.500	0.300	3.850	1.241	8.500	0.300	3.533	1.476	10.000	0.300					12.8	27.8	0.0	0.0	11.9	0.2	12.4	11.3	83.7	0.0	83.8	83.6	14.200	0.0000	14.200	14.200	4.067	1.397	9.200	0.300	4.033	1.383	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-11 09:00	5.183	1.273	10.000	0.300	5.167	1.241	10.000	0.300	4.733	1.357	9.200	0.300					358.5	24.9	0.0	0.0	12.4	0.1	13.2	11.8	83.8	0.0	84.1	83.7	14.200	0.0000	14.200	14.000	4.767	1.348	10.000	0.300	4.517	1.369	10.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-11 10:00	7.050	1.289	11.900	2.500	7.200	1.279	11.900	2.500	7.133	1.439	12.300	1.100					7.6	19.5	0.0	0.0	13.3	0.2	14.0	12.9	83.9	0.0	83.9	83.8	14.200	0.0000	14.200	14.200	7.000	1.444	12.400	2.600	6.767	1.649	12.900	1.800	0.0000	0.0000	0.0000	0.0000
