Created 2018/1/22 08:46 by Windographer 4.0.19

Latitude = N 0.000000
Longitude = E 0.000000
Elevation = 0 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	Speed 85 m [m/s]	Speed 85 m SD [m/s]	Speed 85 m Max [m/s]	Speed 85 m Min [m/s]	Speed 75 m [m/s]	Speed 75 m SD [m/s]	Speed 75 m Max [m/s]	Speed 75 m Min [m/s]	Speed 50 m [m/s]	Speed 50 m SD [m/s]	Speed 50 m Max [m/s]	Speed 50 m Min [m/s]	Direction 85 m [°] [°] [°]	Direction 85 m SD [°] [°] [°]	Direction 85 m Max [°] [°] [°]	Direction 85 m Min [°] [°] [°]	Direction 10 m [°] [°] [°]	Direction 10 m SD [°] [°] [°]	Direction 10 m Max [°] [°] [°]	Direction 10 m Min [°] [°] [°]	Temperature 10 m [°C]	Temperature 10 m SD [°C]	Temperature 10 m Max [°C]	Temperature 10 m Min [°C]	Pressure 7 m [kPa]	Pressure 7 m SD [kPa]	Pressure 7 m Max [kPa]	Pressure 7 m Min [kPa]	iPack Voltmtr V 7 m [°C]	iPack Voltmtr V 7 m SD [°C]	iPack Voltmtr V 7 m Max [°C]	iPack Voltmtr V 7 m Min [°C]	Speed 30 m [m/s]	Speed 30 m SD [m/s]	Speed 30 m Max [m/s]	Speed 30 m Min [m/s]	Speed 10 m [m/s]	Speed 10 m SD [m/s]	Speed 10 m Max [m/s]	Speed 10 m Min [m/s]	Custom [unit]	Custom SD [unit]	Custom Max [unit]	Custom Min [unit]	
2017-05-16 01:00	3.867	0.370	4.800	2.500	3.783	0.370	4.800	2.500	3.333	0.404	4.800	1.800					230.1	4.9	0.0	0.0	14.8	0.1	15.1	14.5	83.7	0.0	83.8	83.6	13.400	0.0000	13.400	13.400	3.117	0.426	4.100	1.800	3.200	0.436	4.800	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 02:00	3.017	0.337	4.100	1.800	3.000	0.306	4.100	1.800	2.700	0.370	4.100	1.100					235.9	1.8	0.0	0.0	14.3	0.0	14.8	14.0	83.7	0.0	83.7	83.6	13.400	0.0000	13.400	13.400	2.633	0.412	3.400	1.100	2.800	0.418	4.100	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 03:00	2.917	0.400	4.100	1.800	3.050	0.354	4.100	1.800	2.867	0.418	4.100	1.800					232.8	3.3	0.0	0.0	13.6	0.1	14.0	13.2	83.6	0.0	83.7	83.6	13.400	0.0000	13.400	13.400	2.950	0.354	4.100	1.800	3.500	0.370	4.800	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 04:00	3.917	0.337	4.800	2.500	4.050	0.370	4.800	2.500	3.767	0.385	4.800	2.600					224.5	2.1	0.0	0.0	12.4	0.1	13.2	11.6	83.6	0.0	83.6	83.5	13.317	0.0000	13.400	13.300	4.017	0.385	4.800	2.600	4.633	0.370	5.600	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 05:00	3.833	0.389	5.600	2.500	4.217	0.370	5.600	2.500	4.500	0.389	6.300	3.300					224.4	3.7	0.0	0.0	11.4	0.1	11.8	10.8	83.6	0.0	83.6	83.5	13.300	0.0000	13.400	13.300	4.517	0.443	7.200	3.400	4.733	0.469	7.200	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-16 06:00	6.750	0.542	10.000	4.100	6.817	0.531	10.000	4.800	6.667	0.616	9.200	4.100					223.6	7.5	0.0	0.0	11.2	0.1	11.8	10.8	83.6	0.0	83.7	83.6	13.333	0.0000	13.500	13.300	6.683	0.747	10.000	2.600	6.700	0.771	10.000	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-16 07:00	4.967	0.608	7.800	2.500	4.850	0.606	7.800	2.500	4.600	0.635	7.200	1.800					208.4	9.2	0.0	0.0	11.4	0.1	12.1	11.0	83.7	0.0	83.7	83.6	14.000	0.0577	14.200	13.500	4.750	0.671	8.500	2.600	5.167	0.758	8.500	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-16 08:00	2.550	0.797	6.300	0.300	2.400	0.783	4.800	0.300	1.917	0.847	4.800	0.300					212.2	22.9	0.0	0.0	13.9	0.2	15.3	12.1	83.8	0.0	83.8	83.7	14.200	0.0000	14.200	14.100	1.800	0.890	5.600	0.300	2.350	0.760	6.400	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 09:00	3.217	0.890	6.300	0.300	3.300	0.872	6.300	0.300	3.300	0.886	7.200	0.300					205.2	30.5	0.0	0.0	16.2	0.3	17.0	15.1	83.8	0.0	83.8	83.8	14.100	0.0408	14.200	13.800	3.500	0.970	7.200	0.300	3.650	1.003	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 10:00	4.783	1.095	10.000	1.800	4.883	1.131	9.200	1.800	4.983	1.160	8.500	1.100					204.3	19.8	0.0	0.0	17.8	0.3	19.6	17.0	83.8	0.0	83.8	83.8	14.100	0.0000	14.100	14.100	5.383	1.180	9.200	1.100	5.633	1.188	10.000	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 11:00	3.033	1.130	7.800	0.300	3.183	1.137	8.500	0.300	2.967	1.139	7.800	0.300					2.7	39.3	0.0	0.0	20.2	0.3	21.6	18.7	83.8	0.0	83.8	83.8	14.017	0.0000	14.100	14.000	3.083	1.209	7.200	0.300	3.100	1.110	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 12:00	3.200	1.247	9.200	0.300	3.233	1.193	9.200	0.300	2.850	1.262	9.200	0.300					332.4	50.4	0.0	0.0	21.2	0.2	22.2	20.4	83.8	0.0	83.8	83.7	14.000	0.0000	14.000	14.000	2.967	1.377	8.500	0.300	3.000	1.434	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 13:00	4.883	1.292	10.900	0.300	4.917	1.307	12.400	0.300	4.400	1.415	9.200	0.300					350.7	31.5	0.0	0.0	21.7	0.3	23.7	21.0	83.7	0.0	83.8	83.7	14.000	0.0000	14.000	14.000	4.383	1.432	9.200	0.300	4.317	1.407	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 14:00	4.733	1.163	9.200	0.300	4.650	1.191	9.200	0.300	4.117	1.315	8.500	0.300					317.3	32.4	0.0	0.0	22.6	0.5	24.6	21.6	83.7	0.0	83.8	83.6	14.000	0.0000	14.000	14.000	4.050	1.503	8.500	0.300	3.933	1.358	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 15:00	3.900	1.190	7.800	0.300	3.883	1.142	8.500	0.300	3.533	1.221	7.800	0.300					291.2	43.9	0.0	0.0	23.6	0.4	24.6	22.8	83.6	0.0	83.7	83.5	13.950	0.0000	14.000	13.900	3.633	1.270	8.500	0.300	3.683	1.310	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 16:00	5.767	1.153	10.000	1.100	5.733	1.153	10.900	1.800	5.533	1.192	10.900	1.800					271.9	16.6	0.0	0.0	23.5	0.2	24.6	22.8	83.6	0.0	83.6	83.5	13.917	0.0000	14.000	13.900	5.633	1.210	10.000	1.800	5.667	1.320	10.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-16 17:00	5.067	0.976	9.200	1.800	5.017	1.008	8.500	1.800	4.833	1.085	8.500	1.800					248.9	17.6	0.0	0.0	23.7	0.2	25.2	22.8	83.5	0.0	83.5	83.4	13.967	0.0000	14.000	13.900	4.967	1.104	8.500	1.100	5.083	1.128	8.500	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 18:00	5.067	0.681	7.800	2.500	4.933	0.686	7.200	2.500	4.667	0.660	7.200	2.600					245.4	8.7	0.0	0.0	22.7	0.1	23.1	22.5	83.4	0.0	83.5	83.4	14.000	0.0000	14.000	14.000	4.800	0.696	7.800	1.800	5.017	0.692	7.800	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-16 19:00	6.467	0.586	8.500	4.100	6.467	0.614	8.500	4.100	6.133	0.665	7.800	3.300					235.9	8.7	0.0	0.0	22.2	0.1	22.5	21.9	83.4	0.0	83.4	83.4	13.800	0.0000	14.000	13.700	6.183	0.714	8.500	2.600	6.100	0.779	8.500	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-16 20:00	5.200	1.033	9.200	1.100	5.133	1.033	8.500	0.300	4.767	1.015	7.800	0.300					279.9	40.9	0.0	0.0	22.4	0.1	22.8	22.2	83.4	0.0	83.5	83.4	13.600	0.0000	13.700	13.500	4.683	0.992	8.500	0.300	4.383	1.062	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 21:00	6.617	1.030	14.000	3.300	6.517	1.042	12.900	3.300	6.100	1.097	12.300	1.800					266.5	21.4	0.0	0.0	22.3	0.1	22.8	21.9	83.5	0.0	83.5	83.4	13.500	0.0000	13.500	13.400	6.150	1.074	12.900	1.800	6.000	1.128	14.100	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-16 22:00	9.367	1.085	12.400	4.800	9.217	1.090	12.400	4.800	8.517	1.105	12.300	4.800					348.9	18.7	0.0	0.0	21.4	0.1	21.9	21.0	83.5	0.0	83.5	83.4	13.400	0.0000	13.500	13.400	8.500	1.118	12.400	4.100	7.300	1.219	11.900	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-16 23:00	8.400	1.017	14.000	4.100	8.733	0.988	14.000	4.800	8.283	0.923	11.800	4.100					14.0	12.7	0.0	0.0	21.1	0.1	21.9	20.7	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	7.617	1.098	12.900	4.100	7.700	0.973	11.900	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-17 00:00	6.850	0.638	8.500	4.800	7.283	0.555	9.200	5.600	7.117	0.586	10.000	4.800					14.4	6.5	0.0	0.0	20.3	0.1	20.7	19.8	83.4	0.0	83.5	83.4	13.400	0.0000	13.400	13.400	6.650	0.711	9.200	4.100	6.533	0.692	9.200	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-17 01:00	6.000	0.542	8.500	4.100	6.367	0.521	8.500	4.800	6.167	0.440	7.800	4.800					10.5	4.1	0.0	0.0	20.3	0.1	20.7	19.8	83.4	0.0	83.4	83.4	13.400	0.0000	13.400	13.400	5.750	0.551	7.800	3.400	5.267	0.558	7.200	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 02:00	4.500	0.545	6.300	3.300	4.750	0.476	6.300	3.300	4.717	0.513	6.300	3.300					347.2	7.2	0.0	0.0	19.6	0.1	20.1	19.3	83.4	0.0	83.4	83.4	13.400	0.0000	13.400	13.400	5.267	0.567	7.800	2.600	5.550	0.572	7.800	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-17 03:00	4.450	0.580	6.300	2.500	4.667	0.567	7.200	3.300	4.617	0.614	7.200	2.600					345.8	8.0	0.0	0.0	19.1	0.2	19.6	18.1	83.4	0.0	83.4	83.3	13.400	0.0000	13.400	13.400	5.267	0.545	7.800	2.600	5.400	0.715	7.800	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-17 04:00	3.400	0.653	6.300	0.300	3.417	0.614	6.300	0.300	2.917	0.627	6.300	0.300					28.0	40.1	0.0	0.0	17.3	0.2	18.4	16.2	83.4	0.0	83.4	83.4	13.400	0.0000	13.400	13.400	2.933	0.713	6.400	0.300	3.033	0.787	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 05:00	1.383	0.696	3.300	0.300	1.800	0.586	3.300	0.300	1.900	0.508	3.300	0.300					216.3	4.4	0.0	0.0	17.1	0.1	17.3	16.7	83.4	0.0	83.5	83.4	13.300	0.0000	13.400	13.300	2.033	0.465	3.400	0.300	2.567	0.483	3.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 06:00	2.650	0.473	4.100	0.300	2.833	0.507	4.800	0.300	2.517	0.503	4.800	0.300					241.9	9.1	0.0	0.0	16.7	0.1	17.0	16.5	83.5	0.0	83.5	83.4	13.350	0.0000	13.500	13.300	2.633	0.555	4.100	0.300	2.867	0.521	4.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-17 07:00	1.683	0.552	4.100	0.300	1.767	0.572	4.800	0.300	1.250	0.597	4.100	0.300					231.1	16.9	0.0	0.0	17.6	0.1	18.4	16.7	83.6	0.0	83.7	83.5	13.950	0.0408	14.100	13.500	1.167	0.638	4.100	0.300	1.567	0.619	4.100	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 08:00	1.517	0.678	4.100	0.300	1.517	0.694	4.100	0.300	1.000	0.676	4.100	0.300					216.7	32.5	0.0	0.0	19.5	0.1	20.7	18.4	83.7	0.0	83.8	83.6	14.000	0.0000	14.100	14.000	0.883	0.701	4.100	0.300	1.300	0.660	3.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 09:00	2.250	0.802	5.600	0.300	2.333	0.786	5.600	0.300	2.383	0.818	5.600	0.300					193.3	16.9	0.0	0.0	20.5	0.2	21.9	19.8	83.7	0.0	83.8	83.7	13.950	0.0913	14.000	13.400	2.817	0.921	6.400	0.300	3.300	0.954	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 10:00	2.033	1.038	4.800	0.300	2.067	1.055	5.600	0.300	1.917	1.049	6.300	0.300					128.9	38.5	0.0	0.0	23.0	0.3	24.3	21.3	83.8	0.0	83.8	83.7	13.950	0.0000	14.000	13.900	1.917	1.149	5.600	0.300	2.200	1.023	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 11:00	2.700	1.259	9.200	0.300	2.717	1.296	9.200	0.300	2.533	1.274	10.000	0.300					65.2	82.4	0.0	0.0	24.0	0.4	25.2	23.1	83.8	0.0	83.8	83.8	13.900	0.0000	13.900	13.900	2.550	1.377	8.500	0.300	2.367	1.327	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 12:00	2.633	1.521	9.200	0.300	2.717	1.532	9.200	0.300	2.483	1.624	8.500	0.300					27.7	49.7	0.0	0.0	24.3	0.3	25.8	22.8	83.8	0.0	83.8	83.7	13.900	0.0000	13.900	13.900	2.483	1.642	10.900	0.300	2.550	1.383	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 13:00	2.250	1.291	8.500	0.300	2.317	1.301	7.800	0.300	2.133	1.311	7.200	0.300					15.6	68.5	0.0	0.0	26.3	0.3	27.3	25.2	83.8	0.0	83.8	83.7	13.900	0.0000	13.900	13.900	2.017	1.261	8.500	0.300	1.917	1.026	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 14:00	4.450	1.163	9.200	0.300	4.500	1.194	9.200	0.300	4.300	1.206	9.200	0.300					50.4	30.8	0.0	0.0	25.6	0.3	27.6	24.0	83.7	0.0	83.8	83.6	13.900	0.0000	13.900	13.900	4.650	1.279	9.200	0.300	4.617	1.374	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 15:00	2.883	1.310	7.200	0.300	2.900	1.348	7.800	0.300	2.633	1.425	7.200	0.300					52.9	39.7	0.0	0.0	27.3	0.3	28.5	26.1	83.7	0.0	83.8	83.7	13.900	0.0000	13.900	13.900	2.733	1.454	7.800	0.300	2.833	1.315	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 16:00	4.017	1.145	10.900	0.300	4.000	1.195	11.900	0.300	3.650	1.180	10.900	0.300					49.0	25.8	0.0	0.0	27.3	0.3	29.1	26.1	83.7	0.0	83.8	83.7	13.900	0.0000	13.900	13.900	3.833	1.250	10.900	0.300	3.917	1.249	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 17:00	2.400	0.894	6.300	0.300	2.483	0.943	6.300	0.300	2.217	1.063	5.600	0.300					80.0	31.4	0.0	0.0	28.5	0.5	30.7	27.0	83.7	0.0	83.8	83.7	13.850	0.0000	13.900	13.800	2.200	1.067	6.400	0.300	2.033	0.971	6.400	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 18:00	2.483	0.723	5.600	0.300	2.483	0.712	5.600	0.300	2.350	0.744	5.600	0.300					190.3	27.6	0.0	0.0	26.8	0.3	29.1	25.5	83.8	0.0	83.8	83.7	13.800	0.0000	13.900	13.800	2.217	0.823	5.600	0.300	2.183	0.893	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 19:00	1.617	0.885	6.300	0.300	1.617	0.877	6.300	0.300	1.433	0.835	6.300	0.300					238.6	20.8	0.0	0.0	24.3	0.1	25.5	23.4	83.7	0.0	83.8	83.7	13.733	0.0000	13.900	13.600	1.267	0.749	5.600	0.300	1.683	0.604	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 20:00	5.300	0.794	8.500	1.100	5.300	0.774	7.800	2.500	5.000	0.757	7.800	1.800					103.3	17.5	0.0	0.0	21.5	0.3	23.7	20.4	83.7	0.0	83.7	83.7	13.550	0.0000	13.600	13.500	4.833	0.797	7.800	1.100	4.150	0.989	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 21:00	4.283	0.577	6.300	2.500	4.433	0.567	6.300	2.500	4.600	0.539	7.200	2.600					81.8	11.5	0.0	0.0	19.7	0.1	20.4	19.6	83.7	0.0	83.8	83.7	13.500	0.0000	13.500	13.400	4.833	0.510	7.200	2.600	4.400	0.731	7.800	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-17 22:00	3.950	0.587	5.600	1.800	4.250	0.521	6.300	1.800	4.533	0.469	6.300	2.600					91.8	13.2	0.0	0.0	19.6	0.1	19.8	19.6	83.7	0.0	83.8	83.7	13.400	0.0000	13.500	13.400	4.617	0.558	7.200	1.800	3.967	0.731	6.400	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-17 23:00	4.983	0.919	8.500	1.800	4.800	0.874	8.500	1.800	4.033	0.756	7.800	0.300					96.7	7.5	0.0	0.0	19.4	0.1	19.6	19.3	83.8	0.0	83.8	83.7	13.400	0.0000	13.400	13.400	4.017	0.626	6.400	1.100	3.800	0.569	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 00:00	4.950	0.793	9.200	2.500	4.717	0.777	7.800	1.800	3.683	0.731	7.800	0.300					87.6	11.1	0.0	0.0	19.4	0.1	19.6	19.3	83.7	0.0	83.8	83.7	13.400	0.0000	13.400	13.400	3.300	0.552	5.600	1.100	3.100	0.542	4.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-18 01:00	4.133	0.528	6.300	2.500	4.117	0.510	6.300	1.800	3.667	0.545	5.600	1.100					151.9	17.0	0.0	0.0	20.3	0.1	21.0	19.6	83.7	0.0	83.8	83.7	13.400	0.0000	13.400	13.400	3.333	0.558	5.600	0.300	2.967	0.608	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 02:00	4.583	0.507	7.200	2.500	4.433	0.507	6.300	2.500	3.933	0.510	6.300	2.600					190.2	8.9	0.0	0.0	20.1	0.1	20.7	19.6	83.8	0.0	83.8	83.7	13.400	0.0000	13.400	13.400	3.700	0.528	5.600	1.800	3.583	0.535	4.800	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-18 03:00	5.183	0.510	7.200	3.300	4.983	0.513	7.200	2.500	4.250	0.528	6.300	1.800					208.4	8.6	0.0	0.0	19.8	0.1	20.4	19.0	83.8	0.0	83.8	83.7	13.400	0.0000	13.400	13.400	3.633	0.611	6.400	1.100	3.183	0.551	5.600	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-18 04:00	4.300	0.370	5.600	2.500	4.067	0.404	5.600	2.500	3.150	0.476	4.800	1.800					181.8	9.3	0.0	0.0	19.2	0.1	19.6	19.0	83.8	0.0	83.8	83.7	13.317	0.0000	13.400	13.400	2.267	0.400	4.100	0.300	2.533	0.418	4.100	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-18 05:00	2.683	0.440	4.800	0.300	2.467	0.488	4.100	0.300	1.433	0.464	4.100	0.300					151.6	14.8	0.0	0.0	19.8	0.1	20.1	19.6	83.8	0.0	83.8	83.7	13.300	0.0000	13.400	13.300	0.783	0.344	2.600	0.300	1.250	0.473	3.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 06:00	2.267	0.400	3.300	1.100	2.233	0.385	3.300	1.100	1.600	0.418	2.600	0.300					131.4	12.6	0.0	0.0	20.8	0.1	21.3	20.1	83.8	0.0	83.9	83.8	13.400	0.0000	13.700	13.300	1.033	0.488	2.600	0.300	1.533	0.480	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 07:00	1.167	0.422	2.500	0.300	1.100	0.456	2.500	0.300	0.600	0.344	1.800	0.300					90.9	34.3	0.0	0.0	22.1	0.2	23.4	21.3	83.9	0.0	84.0	83.8	13.967	0.0408	14.100	13.700	0.483	0.265	1.800	0.300	0.933	0.430	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 08:00	1.717	0.696	4.100	0.300	1.783	0.716	4.100	0.300	1.683	0.686	4.800	0.300					188.0	42.7	0.0	0.0	23.0	0.2	24.3	22.5	84.0	0.0	84.0	83.9	13.950	0.0000	14.000	13.900	1.617	0.893	4.800	0.300	1.983	0.808	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 09:00	2.300	0.742	5.600	0.300	2.400	0.779	4.800	0.300	2.483	0.837	5.600	0.300					198.9	14.7	0.0	0.0	23.6	0.1	24.9	22.8	84.0	0.0	84.0	84.0	13.850	0.1225	13.900	13.400	2.733	0.890	5.600	0.300	3.100	0.868	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 10:00	3.183	0.870	6.300	0.300	3.283	0.888	6.300	0.300	3.283	0.973	6.300	0.300					208.7	19.7	0.0	0.0	25.3	0.2	26.4	24.6	84.0	0.0	84.0	84.0	13.900	0.0000	13.900	13.900	3.483	1.143	7.200	0.300	3.717	1.080	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 11:00	2.133	1.105	6.300	0.300	2.183	1.157	5.600	0.300	2.050	1.163	6.300	0.300					208.5	67.6	0.0	0.0	27.3	0.3	28.5	26.1	84.0	0.0	84.0	84.0	13.867	0.0000	13.900	13.800	1.983	1.252	7.200	0.300	2.050	1.036	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 12:00	3.133	1.375	8.500	0.300	3.150	1.367	8.500	0.300	3.167	1.506	8.500	0.300					186.7	65.6	0.0	0.0	27.6	0.4	28.5	26.4	84.0	0.0	84.0	83.9	13.800	0.0000	13.800	13.800	3.183	1.588	9.200	0.300	3.117	1.332	10.000	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 13:00	5.283	1.377	10.000	0.300	5.317	1.377	10.900	0.300	5.417	1.440	12.300	0.300					193.8	30.5	0.0	0.0	27.8	0.4	29.1	26.4	83.9	0.0	84.0	83.9	13.800	0.0000	13.800	13.800	5.667	1.469	11.900	0.300	5.183	1.522	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 14:00	5.550	1.483	10.900	1.100	5.617	1.427	10.900	1.100	5.550	1.474	10.000	0.300					192.0	22.3	0.0	0.0	27.5	0.2	28.5	26.7	83.9	0.0	83.9	83.8	13.800	0.0000	13.800	13.800	5.850	1.519	11.900	1.100	5.600	1.562	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 15:00	4.367	1.292	10.000	0.300	4.383	1.333	10.000	0.300	4.317	1.384	10.000	0.300					216.0	30.6	0.0	0.0	28.3	0.3	29.1	27.6	83.9	0.0	83.9	83.8	13.800	0.0000	13.800	13.800	4.483	1.466	10.900	0.300	4.350	1.522	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 16:00	6.350	0.918	10.000	3.300	6.433	0.950	10.000	3.300	6.383	0.978	10.000	3.300					185.0	20.7	0.0	0.0	26.9	0.2	27.9	26.4	83.8	0.0	83.8	83.7	13.817	0.0000	13.900	13.800	6.500	1.069	10.900	1.800	6.067	1.373	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 17:00	8.267	1.585	17.400	0.300	8.367	1.593	15.900	0.300	8.233	1.713	18.100	1.100					179.3	19.1	0.0	0.0	25.6	0.1	26.4	25.2	83.7	0.0	83.8	83.7	13.900	0.0000	13.900	13.900	8.233	1.672	20.600	1.800	8.000	1.843	16.000	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-18 18:00	10.100	0.850	14.600	5.600	10.133	0.879	14.000	6.300	10.100	0.970	14.600	5.600					180.8	14.3	0.0	0.0	24.6	0.1	25.2	24.0	83.7	0.0	83.8	83.7	13.917	0.0000	14.000	13.800	9.900	1.056	14.700	5.600	9.600	1.337	14.700	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-18 19:00	11.567	1.320	15.900	5.600	11.450	1.356	15.900	6.300	11.500	1.415	16.600	6.300					180.3	16.7	0.0	0.0	22.8	0.1	24.0	21.9	83.8	0.0	83.8	83.7	13.683	0.0000	13.800	13.600	11.067	1.374	16.700	5.600	10.333	1.656	16.600	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-18 20:00	10.917	0.996	15.300	7.200	10.733	1.012	15.300	7.200	10.633	1.109	14.600	6.300					193.8	9.0	0.0	0.0	21.5	0.1	22.2	20.7	83.8	0.0	83.8	83.7	13.533	0.0000	13.600	13.500	10.433	1.042	16.000	5.600	10.233	1.146	15.300	5.600	0.0000	0.0000	0.0000	0.0000
2017-05-18 21:00	8.933	0.521	10.900	7.200	8.783	0.518	10.900	7.200	8.567	0.608	10.900	6.300					212.2	7.1	0.0	0.0	21.2	0.1	21.9	20.7	83.8	0.0	83.9	83.8	13.483	0.0000	13.500	13.400	8.433	0.694	10.000	5.600	7.967	0.822	10.000	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-18 22:00	10.900	0.999	15.300	6.300	10.717	1.085	15.300	5.600	9.867	1.203	14.600	4.100					233.8	10.1	0.0	0.0	21.4	0.1	21.9	21.0	83.8	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	9.650	1.266	15.300	4.800	9.517	1.294	16.600	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-18 23:00	6.617	0.709	12.900	2.500	6.483	0.727	12.900	2.500	6.217	0.723	12.300	1.800					195.2	8.8	0.0	0.0	20.2	0.2	21.3	19.6	83.9	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	5.967	0.769	11.900	1.800	5.600	0.790	11.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-19 00:00	5.600	0.620	9.200	1.800	5.450	0.657	8.500	1.800	4.950	0.672	8.500	1.800					223.0	8.0	0.0	0.0	20.6	0.1	21.0	20.1	83.9	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	4.700	0.737	9.200	1.100	4.467	0.687	9.200	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-19 01:00	8.467	0.456	10.000	6.300	8.483	0.580	10.000	5.600	7.933	0.859	10.000	3.300					228.3	10.9	0.0	0.0	19.8	0.1	20.4	19.6	83.8	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	7.500	1.039	10.900	4.100	7.167	0.953	10.000	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-19 02:00	7.150	0.404	9.200	4.100	7.250	0.440	9.200	4.100	7.233	0.412	9.200	3.300					219.5	4.3	0.0	0.0	19.3	0.1	19.8	19.0	83.8	0.0	83.8	83.8	13.400	0.0000	13.400	13.400	6.767	0.615	9.200	2.600	5.783	0.670	8.500	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-19 03:00	5.517	0.412	6.300	3.300	5.300	0.478	6.300	2.500	4.800	0.611	6.300	0.300					222.7	8.0	0.0	0.0	19.5	0.1	20.1	18.7	83.8	0.0	83.8	83.8	13.333	0.0000	13.400	13.400	4.683	0.667	5.600	0.300	4.367	0.590	5.600	1.800	0.0000	0.0000	0.0000	0.0000
